source_file,nx,ny,nz,nRaySPECT,coneMethod,implementation,projector_type,OSEM,nIter,nSubsets,subset_type,nProjections, ntime
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.110145
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.091280
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.879858
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.276672
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.914775
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.778903
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.231227
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.804434
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.584472
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.006527
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.501877
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.861657
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.176551
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.179974
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.862232
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.092126
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.831965
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.665605
nema1,128,128,128,25,3,4,1,1,2,8,3,64,55.040497
nema1,128,128,128,25,3,4,1,1,2,8,3,64,55.046655
nema1,128,128,128,25,3,4,1,1,2,8,3,64,55.003988
nema1,128,128,128,25,3,4,1,1,2,8,3,64,55.371322
nema1,128,128,128,25,3,4,1,1,2,8,3,64,55.391703
nema1,128,128,128,25,3,4,1,1,2,8,3,64,55.073048
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.164883
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.089123
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.779658
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.897285
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.813500
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.792421
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.886783
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.864387
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.949782
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.681493
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.008977
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.751251
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.834567
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.049420
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.392311
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.924355
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.123701
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.988253
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.818485
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.005686
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.890701
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.975629
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.903472
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.956269
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.914342
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.110750
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.370705
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.567356
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.462177
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.751305
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.992570
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.904894
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.149714
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.874377
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.519331
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.847750
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.828276
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.820206
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.876286
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.751027
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.757983
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.863823
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.887587
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.834635
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.875915
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.702262
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.990035
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.580061
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.570845
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.700568
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.745115
nema1,128,128,128,25,3,4,1,1,2,8,3,64,54.026338
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.962281
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.959549
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.793835
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.289316
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.714157
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.804310
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.829605
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.595715
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.439572
nema1,128,128,128,25,3,4,1,1,2,8,3,64,53.515536
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.908178
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.330467
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.844679
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.037232
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.061097
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.961111
nema1,128,128,128,36,3,4,1,1,2,8,3,64,76.169089
nema1,128,128,128,36,3,4,1,1,2,8,3,64,76.487680
nema1,128,128,128,36,3,4,1,1,2,8,3,64,76.153836
nema1,128,128,128,36,3,4,1,1,2,8,3,64,76.510947
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.801277
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.860975
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.611821
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.945912
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.957362
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.209533
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.571584
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.363578
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.638372
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.874809
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.206008
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.715495
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.517655
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.722589
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.587651
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.350205
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.200844
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.932374
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.339438
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.138185
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.444982
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.438612
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.389566
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.748034
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.309067
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.441399
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.288157
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.546264
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.332266
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.456216
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.463934
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.526505
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.289332
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.460159
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.222641
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.385891
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.388055
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.166431
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.715678
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.626356
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.369600
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.530718
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.309925
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.232413
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.737651
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.940571
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.407874
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.994275
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.101189
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.038519
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.236152
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.214852
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.090627
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.926671
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.478715
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.129373
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.062879
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.726426
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.266263
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.100823
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.246117
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.043402
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.741278
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.040611
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.808012
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.561964
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.982960
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.921323
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.011373
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.990160
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.183692
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.788227
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.924067
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.765921
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.698427
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.590921
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.039107
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.707308
nema1,128,128,128,36,3,4,1,1,2,8,3,64,73.914689
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.926140
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.681221
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.787300
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.755886
nema1,128,128,128,36,3,4,1,1,2,8,3,64,75.400984
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.135774
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.373152
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.750158
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.347754
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.110895
nema1,128,128,128,36,3,4,1,1,2,8,3,64,74.047721
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.628854
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.850087
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.016370
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.502820
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.923270
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.134073
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.766228
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.886418
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.170755
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.814209
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.041876
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.709673
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.842701
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.937572
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.986727
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.015717
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.631233
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.528410
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.729867
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.004055
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.833619
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.133360
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.079526
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.084796
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.902589
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.838369
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.471767
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.916850
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.897767
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.774203
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.901805
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.733677
nema1,128,128,128,49,3,4,1,1,2,8,3,64,103.171888
nema1,128,128,128,49,3,4,1,1,2,8,3,64,103.229180
nema1,128,128,128,49,3,4,1,1,2,8,3,64,103.033594
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.917862
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.534813
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.516839
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.751968
nema1,128,128,128,49,3,4,1,1,2,8,3,64,102.995762
nema1,128,128,128,49,3,4,1,1,2,8,3,64,103.704218
nema1,128,128,128,49,3,4,1,1,2,8,3,64,102.997492
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.913106
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.909551
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.657868
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.662842
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.981884
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.087041
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.606106
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.735212
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.865735
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.827548
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.426324
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.803682
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.925283
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.369139
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.739019
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.606676
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.839559
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.846668
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.504481
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.693753
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.881594
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.909742
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.295265
nema1,128,128,128,49,3,4,1,1,2,8,3,64,102.106122
nema1,128,128,128,49,3,4,1,1,2,8,3,64,103.129604
nema1,128,128,128,49,3,4,1,1,2,8,3,64,102.093728
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.597618
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.450997
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.077332
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.363544
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.303957
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.308451
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.587292
nema1,128,128,128,49,3,4,1,1,2,8,3,64,99.916859
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.678633
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.028328
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.823928
nema1,128,128,128,49,3,4,1,1,2,8,3,64,99.966019
nema1,128,128,128,49,3,4,1,1,2,8,3,64,101.027185
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.943304
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.449254
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.743450
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.525488
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.293579
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.892970
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.361247
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.425217
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.618645
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.297227
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.427627
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.323105
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.044318
nema1,128,128,128,49,3,4,1,1,2,8,3,64,99.943232
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.680975
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.127603
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.586707
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.331805
nema1,128,128,128,49,3,4,1,1,2,8,3,64,100.347202
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.378523
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.996179
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.002405
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.299483
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.095778
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.595869
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.145118
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.575714
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.764705
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.409604
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.220505
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.821579
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.967918
nema1,128,128,128,64,3,4,1,1,2,8,3,64,131.951725
nema1,128,128,128,64,3,4,1,1,2,8,3,64,132.744763
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.912140
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.344970
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.973020
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.899636
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.594682
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.501373
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.713150
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.097142
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.969735
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.673016
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.544658
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.025630
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.987352
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.200966
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.853496
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.133155
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.866391
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.460418
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.420053
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.447048
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.054913
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.435150
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.983675
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.637678
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.325020
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.573347
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.006877
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.646013
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.894077
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.244958
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.035355
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.283650
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.943011
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.871351
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.231175
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.787935
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.029086
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.409202
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.333593
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.295940
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.448709
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.147539
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.025626
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.578025
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.784795
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.184380
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.342794
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.475304
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.710460
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.291521
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.411733
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.246200
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.297194
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.400019
nema1,128,128,128,64,3,4,1,1,2,8,3,64,130.110169
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.584552
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.823939
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.034723
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.968323
nema1,128,128,128,64,3,4,1,1,2,8,3,64,130.094586
nema1,128,128,128,64,3,4,1,1,2,8,3,64,130.008242
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.918527
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.424713
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.828259
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.850907
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.078944
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.237954
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.066877
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.186853
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.742810
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.113121
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.846953
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.928841
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.145319
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.346139
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.843470
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.407637
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.472998
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.747110
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.048092
nema1,128,128,128,64,3,4,1,1,2,8,3,64,130.156427
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.849892
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.251393
nema1,128,128,128,64,3,4,1,1,2,8,3,64,128.605209
nema1,128,128,128,64,3,4,1,1,2,8,3,64,129.018620
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.274597
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.688283
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.106763
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.675879
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.926322
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.603429
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.660078
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.255382
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.159069
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.201005
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.934019
nema1,128,128,128,81,3,4,1,1,2,8,3,64,163.264683
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.660112
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.502701
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.138671
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.526805
nema1,128,128,128,81,3,4,1,1,2,8,3,64,163.444890
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.746221
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.681393
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.794445
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.525572
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.462552
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.420343
nema1,128,128,128,81,3,4,1,1,2,8,3,64,161.882397
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.152394
nema1,128,128,128,81,3,4,1,1,2,8,3,64,163.361088
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.323390
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.484263
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.301702
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.699632
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.177158
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.762411
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.629373
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.895117
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.333213
nema1,128,128,128,81,3,4,1,1,2,8,3,64,162.194940
